system_type	doc_id	REF	SYS	HYP	SRC	DA
ext	25	candidate lynne abraham says she suffered a momentary drop in blood pressure and that it 's never happened before while a doctor kept her from returning to the debate , the 74-year-old former district attorney says she will not let the incident affect her campaign	pnbert_out_bert_lstm_pn_rl.txt	the televised debate between democratic candidates running for mayor of philadelphia came to a crashing halt on tuesday , when 74-year-old lynne abraham collapsed on stage . it was only 10 minutes into the hour-long debate when abraham was heard falling as senator anthony williams answered a question , and the camera panned over to see the former philadelphia district attorney lying helpless on the floor . mayoral candidate nelson diaz quickly came to abraham 's aide and helped her stand up when she regained consciousness .	DUMMY	0.5
ext	25	candidate lynne abraham says she suffered a momentary drop in blood pressure and that it 's never happened before while a doctor kept her from returning to the debate , the 74-year-old former district attorney says she will not let the incident affect her campaign	pnbert_out_bert_tf_pn.txt	it was only 10 minutes into the hour-long debate when abraham was heard falling as senator anthony williams answered a question , and the camera panned over to see the former philadelphia district attorney lying helpless on the floor . the former philadelphia district attorney abraham allegedly suffered a momentary drop in blood pressure . she sat out the rest of the debate . philadelphia mayoral candidate lynne abraham -lrb- left -rrb- collapsed on stage 10 minutes into tuesday night 's hour-long debate between democratic candidates .	DUMMY	0.5
ext	25	candidate lynne abraham says she suffered a momentary drop in blood pressure and that it 's never happened before while a doctor kept her from returning to the debate , the 74-year-old former district attorney says she will not let the incident affect her campaign	pnbert_out_bert_tf_sl.txt	the former philadelphia district attorney abraham allegedly suffered a momentary drop in blood pressure . she sat out the rest of the debate . it was only 10 minutes into the hour-long debate when abraham was heard falling as senator anthony williams answered a question , and the camera panned over to see the former philadelphia district attorney lying helpless on the floor . philadelphia mayoral candidate lynne abraham -lrb- left -rrb- collapsed on stage 10 minutes into tuesday night 's hour-long debate between democratic candidates .	DUMMY	0.5
ext	25	candidate lynne abraham says she suffered a momentary drop in blood pressure and that it 's never happened before while a doctor kept her from returning to the debate , the 74-year-old former district attorney says she will not let the incident affect her campaign	pnbert_out_lstm_pn_rl.txt	the televised debate between democratic candidates running for mayor of philadelphia came to a crashing halt on tuesday , when 74-year-old lynne abraham collapsed on stage . mayoral candidate nelson diaz quickly came to abraham 's aide and helped her stand up when she regained consciousness . philadelphia mayoral candidate lynne abraham -lrb- left -rrb- collapsed on stage 10 minutes into tuesday night 's hour-long debate between democratic candidates .	DUMMY	0.6
ext	25	candidate lynne abraham says she suffered a momentary drop in blood pressure and that it 's never happened before while a doctor kept her from returning to the debate , the 74-year-old former district attorney says she will not let the incident affect her campaign	refresh_out.txt	The televised debate between Democratic candidates running for mayor of Philadelphia came to a crashing halt on Tuesday , when 74-year-old Lynne Abraham collapsed on stage . It was only 10 minutes into the hour-long debate when Abraham was heard falling as Senator Anthony Williams answered a question , and the camera panned over to see the former Philadelphia District Attorney lying helpless on the floor . Mayoral candidate Nelson Diaz quickly came to Abraham 's aide and helped her stand up when she regained consciousness . The debate was paused as a doctor evaluated Abraham backstage and told her she probably suffered from a sudden drop in blood pressure due to the unforgiving stage lights .	DUMMY	0.5
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	bart_out.txt	Drivers pulled over on Interstate 20 in Albilene , Texas , to pick up the money on Friday . Video posted on Facebook shows motorists frantically grabbing the notes in between stopped vehicles . Others were forced to slow down and veer out of the way as they dashed for the cash . Police have warned anyone caught with the money will be prosecuted .	DUMMY	0.6666666666666666
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	bottom_up_out.txt	drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash . a video posted on facebook shows motorists grabbing the notes in between stopped vehicles , while others were forced to slow down . weatherford police department said all of the lost money had been picked up by citizens .	DUMMY	0.4444444444444445
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	fast_abs_rl_out_rerank.txt	drivers pulled over on interstate 20 in albilene , texas . video posted on facebook shows motorists frantically grabbing the notes in between stopped vehicles . the passenger door of the truck somehow opened as it was moving causing a plastic bag with a ` substantial amount of money ' police have warned that if anyone is caught with cash that was inside the truck .	DUMMY	0.6666666666666666
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	presumm_out_abs.txt	drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash a video posted on facebook shows motorists frantically grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way the passenger door of the brinks armored truck somehow opened as it was moving causing a plastic bag with a ` substantial amount of money ' to be blown out	DUMMY	0.6666666666666666
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	presumm_out_ext_abs.txt	drivers pulled over on interstate 20 in albilebe , texas , on friday they got out of their cars and walked toward oncoming traffic a video posted on facebook shows motorists frantically grabbing the notes others were forced to slow down and veer out of the way police have warned anyone caught with the money will be prosecuted	DUMMY	0.6666666666666666
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	presumm_out_trans_abs.txt	drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash a video posted on facebook shows motorists grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars	DUMMY	0.5555555555555556
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	ptr_generator_out_pointer_gen_cov.txt	texas highway was thrown into chaos on friday when the door of brinks armored truck flew open , causing money to spill onto the road .the passenger door of the truck somehow opened as it was moving causing a plastic bag with a ' substantial amount of money ' to be blown out .police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars .	DUMMY	0.4444444444444445
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	semsim_out.txt	Drivers pulled over on Interstate 20 in Albilene , Texas , to pick up the cash on the side of the road . Passenger door of Brinks Armored Truck somehow opened as it was moving . Plastic bag with a ' substantial amount of money ' blew out causing traffic to slow down . Police have warned that anyone caught with the money will be prosecuted   .	DUMMY	0.7777777777777778
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	t5_out_11B.txt	brinks armored truck door flew open on interstate 20 in albilene, texas . plastic bag containing 'substantial amount of money' was blown out . motorists pulled over on the side of the road to pick up the notes . police have warned anyone caught with the cash will be prosecuted .	DUMMY	0.5555555555555556
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	t5_out_base.txt	video shows drivers pulling over on interstate 20 in albilene, texas . they got out of their cars and walked toward oncoming traffic to pick up cash . passenger door of brinks armored truck somehow opened as it was moving . plastic bag with 'substantial amount of money' was blown out of truck . police have warned anyone caught with cash inside truck will be prosecuted .	DUMMY	0.7777777777777778
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	t5_out_large.txt	drivers pulled over on interstate 20 in albilene, texas, to pick up the cash . brinks armored truck passenger door somehow opened as it moved . plastic bag with 'substantial amount of money' blew out onto the road . police have warned anyone caught with the money will be prosecuted .	DUMMY	0.7777777777777778
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	two_stage_rl_out.txt	drivers pulled over on interstate 20 in albilene , texas , on friday . got out of their cars and walked toward oncoming traffic to pick up the cash . a video posted on facebook shows motorists desperately grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way . weatherford police department said all of the lost money had been picked up by citizens .	DUMMY	0.5555555555555556
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	unilm_out_v1.txt	Drivers pulled over on Interstate 20 in Albilene , Texas , to pick up cash . Video posted on Facebook shows motorists frantically grabbing the notes . Others were forced to slow down and veer out of the way . The passenger door of the Brinks Armored Truck opened as it was moving . It caused a plastic bag with a ` substantial amount of money ' to be blown	DUMMY	0.6666666666666666
abs	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	unilm_out_v2.txt	the passenger door of the brinks armored truck opened as it was moving . a plastic bag with a ` substantial amount of money ' to be blown out . drivers pulled over on interstate 20 in albilene , texas , to pick up the cash . police have warned anyone caught with the money will be prosecuted .	DUMMY	0.7777777777777778
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	banditsumm_out.txt	a texas highway was thrown into chaos on friday when the door of brinks armored truck flew open , causing money to spill onto the road . drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash . a video posted on facebook shows motorists frantically grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way .	DUMMY	0.5555555555555556
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	bart_out_ext.txt	Drivers pulled over on Interstate 20 in Albilene , Texas , to pick up the money on Friday . Video posted on Facebook shows motorists frantically grabbing the notes in between stopped vehicles . Others were forced to slow down and veer out of the way as they dashed for the cash . Police have warned anyone caught with the money will be prosecuted .	DUMMY	0.6666666666666666
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	heter_graph_out.txt	drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash . police have also warned anyone caught with the money from the van will be prosecuted chaos : a video posted on facebook captured motorists pulling over and getting out of their cars on interstate 20 in albilebe , texas , to pick up cash that had spilled from a brinks armored truck	DUMMY	0.5555555555555556
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	matchsumm_out.txt	chaos : a video posted on facebook captured motorists pulling over and getting out of their cars on interstate 20 in albilebe , texas , to pick up cash that had spilled from a brinks armored truck police have also warned anyone caught with the money from the van will be prosecuted	DUMMY	0.5555555555555556
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	neusumm_out.txt	Drivers pulled over on Interstate 20 in Albilene , Texas , got out of their cars and walked toward oncoming traffic to pick up the cash . A video posted on Facebook shows motorists frantically grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way . Police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars .	DUMMY	0.4444444444444445
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	pnbert_out_bert_lstm_pn.txt	chaos : a video posted on facebook captured motorists pulling over and getting out of their cars on interstate 20 in albilebe , texas , to pick up cash that had spilled from a brinks armored truck . the passenger door of the truck somehow opened as it was moving causing a plastic bag with a ` substantial amount of money ' to be blown out . drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash .	DUMMY	0.5555555555555556
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	pnbert_out_bert_lstm_pn_rl.txt	drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash . a video posted on facebook shows motorists frantically grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way . police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars .	DUMMY	0.5555555555555556
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	pnbert_out_bert_tf_pn.txt	chaos : a video posted on facebook captured motorists pulling over and getting out of their cars on interstate 20 in albilebe , texas , to pick up cash that had spilled from a brinks armored truck . the passenger door of the truck somehow opened as it was moving causing a plastic bag with a ` substantial amount of money ' to be blown out . weatherford police department said all of the lost money had been picked up by citizens .	DUMMY	0.888888888888889
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	pnbert_out_bert_tf_sl.txt	drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash . chaos : a video posted on facebook captured motorists pulling over and getting out of their cars on interstate 20 in albilebe , texas , to pick up cash that had spilled from a brinks armored truck . traffic : cars were forced to veer past the vehicles stopped on the side of the road . police have also warned anyone caught with the money from the van will be prosecuted .	DUMMY	0.5555555555555556
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	pnbert_out_lstm_pn_rl.txt	drivers pulled over on interstate 20 in albilene , texas , got out of their cars and walked toward oncoming traffic to pick up the cash . a texas highway was thrown into chaos on friday when the door of brinks armored truck flew open , causing money to spill onto the road . police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars .	DUMMY	0.6666666666666666
ext	26	bundles of notes spilled onto interstate 20 in albilene , texas , on friday . passenger door of vehicle flung open - releasing the money onto the road . motorists pulled over and abandoned their vehicles to pick up the cash . police have warned anyone caught with the money will be arrested .	refresh_out.txt	A Texas highway was thrown into chaos on Friday when the door of Brinks Armored Truck flew open , causing money to spill onto the road . Drivers pulled over on Interstate 20 in Albilene , Texas , got out of their cars and walked toward oncoming traffic to pick up the cash . A video posted on Facebook shows motorists frantically grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way . The passenger door of the truck somehow opened as it was moving causing a plastic bag with a ` substantial amount of money ' to be blown out .	DUMMY	0.7777777777777778
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	bart_out.txt	Godfrey Elfwick was recruited to talk on the BBC World Service programme World Have Your Say . He tweeted about never having seen the films but was still invited on to talk about them . Claimed they were full of social problems ` rooted in homophobia and casual racial sterotypes ' . Said the films were anti - women , anti - gay and said Darth Vader listens to rap music . BBC has apologised and admitted the fell victim to a hoaxer who appeared on the programme .	DUMMY	0.5714285714285714
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	bottom_up_out.txt	godfrey elfwick appeared on the world service claiming the star wars films are anti-women , anti-gay and said darth vader listens to rap music . mr elfwick 's twitter bio states that he is a ` demisexual genderqueen muslim atheist ' he was still invited on to the programme . the bbc has apologised and admitted the fell victim to a hoaxer .	DUMMY	0.2857142857142857
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	fast_abs_rl_out_rerank.txt	harrison ford , han solo , right and chewbacca , left , in a trailer for the new star wars film , ` star wars : the force awakens ' godfrey elfwick was recruited via twitter to appear on the programme world . he was still invited to the programme . the programme were looking for people who had never seen any of the films to watch them . bbc has apologised and admitted the fell victim to a hoaxer .	DUMMY	0.14285714285714285
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	presumm_out_abs.txt	godfrey elfwick was recruited via twitter to talk about star wars films he said the films are anti-women , anti-gay and that darth vader listens to rap music mr elfwick 's twitter bio states that he is a ` demisexual genderqueen muslim atheist ' he also tweeted : ` the fact that the bad guy was all black and ate watermelons was unbelievably racist even for the 70 's '	DUMMY	0.7142857142857143
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	presumm_out_ext_abs.txt	godfrey elfwick was recruited to talk on the bbc world service programme he tweeted about never having seen the films and said darth vader listens to rap music the bbc has apologised and admitted the fell victim to a hoaxer he said the old star wars films are full of social problems ` rooted in homophobia and casual racial sterotypes '	DUMMY	0.0
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	presumm_out_trans_abs.txt	godfrey elfwick was recruited via twitter to appear on the bbc world have your say , where producers were preparing an item about the trailer for the new film in the franchise in particular , the programme were looking for people who had never seen any of the films to watch them and give their assessment but despite the fact that mr elfwick 's twitter bio states that he is a ` demisexual genderqueen muslim atheist ' he was still invited on to the programme he also tweeted : ` i 've never actually seen #starwars but the bad guy was all black and ate watermelons was unbelievably racist even for the 70 's '	DUMMY	0.42857142857142855
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	ptr_generator_out_pointer_gen_cov.txt	godfrey elfwick was recruited via twitter to appear on the programme world have your say , where producers were preparing an item about the trailer for the new film in the franchise .in particular , the programme were looking for people who had never seen any of the films to watch them and give their assessment .	DUMMY	0.2857142857142857
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	semsim_out.txt	Godfrey Elfwick was recruited to talk on the BBC World Service programme World Have Your Say . Told producers he had never seen the films but was invited on to talk about them . Claimed the films are full of social problems ' rooted in homophobia and racial sterotypes ' Added that the only main female ends up in a space bikini ' chained to a horny space slug '   . Said that Darth Vader listens to rap music and that C-3PO is a ' camp , neurotic coward ' BBC has apologised and said the guest ' presented himself as a 20-year - old who 's never seen Star Wars '   .	DUMMY	0.42857142857142855
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	t5_out_11B.txt	godfrey elfwick was recruited to appear on world have your say . bbc producers were looking for people who had never seen the films . mr elfwick's twitter bio states he is a 'demisexual genderqueen muslim atheist' he said star wars films are full of social problems 'rooted in homophobia and casual racial sterotypes'	DUMMY	0.42857142857142855
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	t5_out_base.txt	godfrey elfwick was recruited to talk on the bbc world service programme . he tweeted that he had never seen the films and was a 'demisexual genderqueen muslim atheist' mr elfwick later said the films were full of social problems .	DUMMY	0.0
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	t5_out_large.txt	godfrey elfwick recruited via twitter to appear on world have your say . producers were preparing item about trailer for new star wars film . mr elfwick said films full of social problems 'rooted in homophobia' bbc has apologised and said mr elfwick was a hoaxer .	DUMMY	0.42857142857142855
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	two_stage_rl_out.txt	godfrey elfwick was recruited via twitter to appear on world have your say . said star wars films are full of social problems ' rooted in homophobia and casual racial sterotypes ' . said darth vader listens to rap music - ' it ' s just a really bad racial stereotype ' .	DUMMY	0.5714285714285714
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	unilm_out_v1.txt	Godfrey Elfwick was recruited to appear on BBC 's World Have Your Say . He said the Star Wars films were anti-women , anti-gay and said Darth Vader listens to rap music . The programme were looking for people who had never seen any of the films . He said : ` I ' ve never actually seen # StarWars but the fact that the bad guy was all black	DUMMY	0.5714285714285714
abs	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	unilm_out_v2.txt	godfrey elfwick was recruited via twitter to appear on world have your say . producers were looking for people who had never seen the films to give their assessment . mr elfwick 's twitter bio states he is a ` demisexual genderqueen muslim atheist ' he also tweeted : ` i ' ve never actually seen # starwars but the fact that the bad guy was all black and ate watermelons was unbelievably racist even for the 70 's `	DUMMY	0.7142857142857143
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	banditsumm_out.txt	the bbc has apologised and admitted the fell victim to a hoaxer who appeared on the world service claiming the star wars films are anti-women , anti-gay and said darth vader listens to rap music . godfrey elfwick was recruited via twitter to appear on the programme world have your say , where producers were preparing an item about the trailer for the new film in the franchise . mr elfwick said the film was anti-women .	DUMMY	0.5714285714285714
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	bart_out_ext.txt	Godfrey Elfwick was recruited to talk on the BBC World Service programme World Have Your Say . He tweeted about never having seen the films but was still invited on to talk about them . Claimed they were full of social problems ` rooted in homophobia and casual racial sterotypes ' . Said the films were anti - women , anti - gay and said Darth Vader listens to rap music . BBC has apologised and admitted the fell victim to a hoaxer who appeared on the programme .	DUMMY	0.5714285714285714
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	heter_graph_out.txt	godfrey elfwick was recruited to talk on the bbc world service programme after tweeting about never having seen the films godfrey elfwick was recruited via twitter to appear on the programme world have your say , where producers were preparing an item about the trailer for the new film in the franchise . the bbc has apologised and admitted the fell victim to a hoaxer who appeared on the world service claiming the star wars films are anti-women , anti-gay and said darth vader listens to rap music .	DUMMY	0.7142857142857143
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	matchsumm_out.txt	the bbc has apologised and admitted the fell victim to a hoaxer who appeared on the world service claiming the star wars films are anti - women , anti - gay and said darth vader listens to rap music . godfrey elfwick was recruited to talk on the bbc world service programme after tweeting about never having seen the films he later confirmed he would be talking on the programme , where he said the franchise was full of social problems	DUMMY	0.7142857142857143
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	neusumm_out.txt	Godfrey Elfwick was recruited via Twitter to appear on the programme World Have Your Say , where producers were preparing an item about the trailer for the new film in the franchise . In particular , the programme were looking for people who had never seen any of the films to watch them and give their assessment . The BBC has apologised and admitted the fell victim to a hoaxer who appeared on the World Service claiming the Star Wars films are anti-women , anti-gay and said Darth Vader listens to rap music .	DUMMY	0.7142857142857143
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	pnbert_out_bert_lstm_pn.txt	the bbc has apologised and admitted the fell victim to a hoaxer who appeared on the world service claiming the star wars films are anti-women , anti-gay and said darth vader listens to rap music . godfrey elfwick was recruited to talk on the bbc world service programme after tweeting about never having seen the films . in particular , the programme were looking for people who had never seen any of the films to watch them and give their assessment .	DUMMY	0.7142857142857143
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	pnbert_out_bert_lstm_pn_rl.txt	godfrey elfwick was recruited via twitter to appear on the programme world have your say , where producers were preparing an item about the trailer for the new film in the franchise . the bbc has apologised and admitted the fell victim to a hoaxer who appeared on the world service claiming the star wars films are anti-women , anti-gay and said darth vader listens to rap music . in particular , the programme were looking for people who had never seen any of the films to watch them and give their assessment .	DUMMY	0.7142857142857143
ext	27	Godfrey Elfwick recruited via Twitter to appear on World Have Your Say . Came after claims he had never seen the Star Wars franchise before . On the show he described the films as both anti-women and anti-gay . Also said that Darth Vader was a black man and a ` really bad racial stereotype '	pnbert_out_bert_tf_pn.txt	the bbc has apologised and admitted the fell victim to a hoaxer who appeared on the world service claiming the star wars films are anti-women , anti-gay and said darth vader listens to rap music . godfrey elfwick was recruited to talk on the bbc world service programme after tweeting about never having seen the films . however , despite the fact that mr elfwick 's twitter bio states that he is a ` demisexual genderqueen muslim atheist ' he was still invited on to the programme .	DUMMY	0.7142857142857143
